prefix	input_text	target_text
xIntent	PersonX adds ___ to PersonX's collection	to add his comic book collection
xIntent	PersonX adds ___ to PersonX's collection	to expand the collection
xIntent	PersonX adds ___ to PersonX's collection	to add to a collection
xIntent	PersonX announces to everyone	everyone to know
xIntent	PersonX announces to everyone	to make sure everyone knows they know
xIntent	PersonX announces to everyone	everyone to know
xIntent	PersonX boils some water	to have hot water
xIntent	PersonX boils some water	hot water
xIntent	PersonX boils some water	to drink a hot water
xIntent	PersonX boils water for minutes	to have clean water
xIntent	PersonX boils water for minutes	purify the water
xIntent	PersonX boils water for minutes	cook with the water
xIntent	PersonX borrows PersonY's phone	to make a phone call
xIntent	PersonX borrows PersonY's phone	to make a phone call
xIntent	PersonX borrows PersonY's phone	to steal a phone
xIntent	PersonX braids PersonX's hair	to make hair look nice
xIntent	PersonX braids PersonX's hair	to make their hair look nice
xIntent	PersonX braids PersonX's hair	to style their hair
xIntent	PersonX brings the dog	the dog to come
xIntent	PersonX brings the dog	to bring the dog
xIntent	PersonX brings the dog	the dog to not be alone
xIntent	PersonX bruises the serpent 's ___	to kill the serpent
xIntent	PersonX bruises the serpent 's ___	injure the serpent
xIntent	PersonX bruises the serpent 's ___	to stop the serpent from hurting them
xIntent	PersonX buys PersonX's first car	a car
xIntent	PersonX buys PersonX's first car	a car
xIntent	PersonX buys PersonX's first car	to own a car
xIntent	PersonX buys PersonY's own shoes	to have a pair of shoes
xIntent	PersonX buys PersonY's own shoes	persony's shoes
xIntent	PersonX buys PersonY's own shoes	because he wants shoes
xIntent	PersonX buys PersonY's phone	to replace their broken phone
xIntent	PersonX buys PersonY's phone	to help person y buy a new phone
xIntent	PersonX buys PersonY's phone	to have a good phone in an economical price
xIntent	PersonX buys ___ for PersonX's children	to reward children for good behavior
xIntent	PersonX buys ___ for PersonX's children	wants their children to be happy
xIntent	PersonX buys ___ for PersonX's children	want their children to succeed
xIntent	PersonX buys ___ for the family	toe family to benefit from having it
xIntent	PersonX buys ___ for the family	to provide for the family
xIntent	PersonX buys ___ for the family	to feed the family
xIntent	PersonX buys ___ from the pet store	to take care of a pet
xIntent	PersonX buys ___ from the pet store	a pet
xIntent	PersonX buys ___ from the pet store	to have a pet
xIntent	PersonX buys a new charger	a charger that works
xIntent	PersonX buys a new charger	to replace an old charger
xIntent	PersonX buys a new charger	to replace a broken charger
xIntent	PersonX buys a new guitar	to replace an old guitar
xIntent	PersonX buys a new guitar	a new guitar
xIntent	PersonX buys a new guitar	to replace his old guitar
xIntent	PersonX buys a new one	that item may be old, to buys a new one
xIntent	PersonX buys a new one	to buy a new things
xIntent	PersonX buys a new one	to have a new one
xIntent	PersonX buys a new pair	something new
xIntent	PersonX buys a new pair	a new pair
xIntent	PersonX buys a new pair	new shoes
xIntent	PersonX buys new shoes	to have a pair of shoes to wear
xIntent	PersonX buys new shoes	more choices for shoes to wear
xIntent	PersonX buys new shoes	replace his old shoes
xIntent	PersonX buys new socks	new pair
xIntent	PersonX buys new socks	to have new socks
xIntent	PersonX buys new socks	to throw old socks
xIntent	PersonX changes PersonX's look	to look good
xIntent	PersonX changes PersonX's look	to look different
xIntent	PersonX changes PersonX's look	to look different
xIntent	PersonX comes ___ from work	to leave work
xIntent	PersonX comes ___ from work	to get home after work
xIntent	PersonX comes ___ from work	be at home after a long day of work
xIntent	PersonX conveys PersonY idea	to clear the idea
xIntent	PersonX conveys PersonY idea	to get another idea
xIntent	PersonX conveys PersonY idea	that idea to be visible to all
xIntent	PersonX dances with PersonY's friends	to entertain persony's friends
xIntent	PersonX dances with PersonY's friends	to dance with person y's friends
xIntent	PersonX dances with PersonY's friends	they are all friends
xIntent	PersonX decides to drive home	to go home
xIntent	PersonX decides to drive home	to return home
xIntent	PersonX decides to drive home	is needed at home
xIntent	PersonX decides to get a cat	to get companionship
xIntent	PersonX decides to get a cat	wants to have a pet cat
xIntent	PersonX decides to get a cat	to rescue a homeless cat
xIntent	PersonX decorates PersonX's home	to make their home beautiful
xIntent	PersonX decorates PersonX's home	to feel cozy at home
xIntent	PersonX decorates PersonX's home	to make their home more comfortable
xIntent	PersonX dries the clothes	to wear dry clothes
xIntent	PersonX dries the clothes	to wear warm clothes
xIntent	PersonX dries the clothes	dry clothes
xIntent	PersonX drives home from work	to finally go home after long day at work
xIntent	PersonX drives home from work	to get home faster
xIntent	PersonX drives home from work	to get home
xIntent	PersonX fees PersonX's baby	the baby is hungry
xIntent	PersonX fees PersonX's baby	it is time to feed the baby
xIntent	PersonX fees PersonX's baby	the baby is crying
xIntent	PersonX fees the baby	to keep the baby happy
xIntent	PersonX fees the baby	to stop the baby from crying
xIntent	PersonX fees the baby	to take care of the baby
xIntent	PersonX finds PersonX's mother	to see his mother
xIntent	PersonX finds PersonX's mother	to be with his mother
xIntent	PersonX finds PersonX's mother	know their mother
xIntent	PersonX finds ___ in life	enjoy life
xIntent	PersonX finds ___ in life	to be satisfied in life
xIntent	PersonX finds ___ in life	to be purposeful in life
xIntent	PersonX gets PersonX's hearing checked	to know if their hearing is okay
xIntent	PersonX gets PersonX's hearing checked	to see if he needs a hearing aid
xIntent	PersonX gets PersonX's hearing checked	to get a hearing aid
xIntent	PersonX gets PersonY's car back	to return the car
xIntent	PersonX gets PersonY's car back	to drive the car
xIntent	PersonX gets PersonY's car back	to return the car to persony
xIntent	PersonX gets a new tv	to give a new look to his home
xIntent	PersonX gets a new tv	to have the best tv
xIntent	PersonX gets a new tv	a tv that's not broken
xIntent	PersonX gives PersonX's dog ___	to feed the dog
xIntent	PersonX gives PersonX's dog ___	to make her dog happy by giving him a bone.
xIntent	PersonX gives PersonX's dog ___	to give the dog a treat
xIntent	PersonX gives ___ to PersonX's parents	to show her parents the slip
xIntent	PersonX gives ___ to PersonX's parents	their parents approval
xIntent	PersonX gives ___ to PersonX's parents	to make their parents happy
xIntent	PersonX gives ___ to PersonY's parents	they want their parents to like them
xIntent	PersonX gives ___ to PersonY's parents	to feel closer to persony's parents
xIntent	PersonX gives ___ to PersonY's parents	to thank persony's parents
xIntent	PersonX gives it to PersonX's mom	mom wanted it
xIntent	PersonX gives it to PersonX's mom	mom was looking forward to eat
xIntent	PersonX gives it to PersonX's mom	the mom to have it.
xIntent	PersonX goes ___ for a new car	to have a newer car
xIntent	PersonX goes ___ for a new car	a new car to drive
xIntent	PersonX goes ___ for a new car	goes shopping
xIntent	PersonX goes back home	to get home to relax after work
xIntent	PersonX goes back home	to relax at home
xIntent	PersonX goes back home	to be at home
xIntent	PersonX goes to the store to buy more	to buy more stuff
xIntent	PersonX goes to the store to buy more	to buy more items
xIntent	PersonX goes to the store to buy more	to buy more food
xIntent	PersonX grows tomatoes	to have fresh tomatoes
xIntent	PersonX grows tomatoes	to save money on tomatoes
xIntent	PersonX grows tomatoes	to eat self grown tomatoes
xIntent	PersonX has a pet bird	a pet bird
xIntent	PersonX has a pet bird	to hear bird sounds all day
xIntent	PersonX has a pet bird	to own a pet
xIntent	PersonX hits PersonX's brother	brother is being annoying
xIntent	PersonX hits PersonX's brother	to make brother stop
xIntent	PersonX hits PersonX's brother	to show his power an elder brother
xIntent	PersonX ignores PersonX's mother	mother made a mistake
xIntent	PersonX ignores PersonX's mother	mother blamed personx
xIntent	PersonX ignores PersonX's mother	to avoid personx's mother at all costs
xIntent	PersonX is PersonY's prom date	date persony
xIntent	PersonX is PersonY's prom date	to date persony
xIntent	PersonX is PersonY's prom date	to attend prom
xIntent	PersonX is at the gas station	gas
xIntent	PersonX is at the gas station	to put gas in the car
xIntent	PersonX is at the gas station	to get gas for their car
xIntent	PersonX is driving home one night	to relax at home
xIntent	PersonX is driving home one night	to get home to eat and walk their dog
xIntent	PersonX is driving home one night	to go home after seeing a movie
xIntent	PersonX is on vacation at the beach	a vacation
xIntent	PersonX is on vacation at the beach	to take a vacation
xIntent	PersonX is on vacation at the beach	to be at the beach
xIntent	PersonX is playing basketball with PersonY's friends	to play basketball
xIntent	PersonX is playing basketball with PersonY's friends	to be friends with persony
xIntent	PersonX is playing basketball with PersonY's friends	to be friends with persony's friend
xIntent	PersonX is playing with PersonX's cat	to spend time with cat
xIntent	PersonX is playing with PersonX's cat	to make cat happy
xIntent	PersonX is playing with PersonX's cat	to pet their cat
xIntent	PersonX is with PersonX's friends	wants to be with friends
xIntent	PersonX is with PersonX's friends	have friends
xIntent	PersonX is with PersonX's friends	to see friends
xIntent	PersonX is working on PersonX's car	to fix their car
xIntent	PersonX is working on PersonX's car	to tweak their car to their liking
xIntent	PersonX is working on PersonX's car	to have a working car
xIntent	PersonX joins the soccer team	to play soccer
xIntent	PersonX joins the soccer team	to be on the soccer team
xIntent	PersonX joins the soccer team	to be a part of the team
xIntent	PersonX kills PersonY's husband	y's husband to no longer be alive
xIntent	PersonX kills PersonY's husband	not to see y's husband again
xIntent	PersonX kills PersonY's husband	the husband out of the picture
xIntent	PersonX kills PersonY's son	to be rid of persony's son
xIntent	PersonX kills PersonY's son	to obtain something persony's son has but won't give personx
xIntent	PersonX kills PersonY's son	to hurt persony and persony's son
xIntent	PersonX knows how to swim	to learn to swim
xIntent	PersonX knows how to swim	to be able to swim
xIntent	PersonX knows how to swim	to be on the swim team
xIntent	PersonX leads PersonX's team to victory	to beat the other team
xIntent	PersonX leads PersonX's team to victory	to be better than the other team
xIntent	PersonX leads PersonX's team to victory	his team to win
xIntent	PersonX learns how to play	to play with everyone
xIntent	PersonX learns how to play	to learn how to play the piano
xIntent	PersonX learns how to play	to play
xIntent	PersonX learns to read	to read
xIntent	PersonX learns to read	to read
xIntent	PersonX learns to read	to read books
xIntent	PersonX lets PersonY's dog out	to help the dog
xIntent	PersonX lets PersonY's dog out	to let the dog use the bathroom
xIntent	PersonX lets PersonY's dog out	the dog to not pee in the house
xIntent	PersonX lets the dog out	let the dog pee
xIntent	PersonX lets the dog out	the dog to be in the backyard.
xIntent	PersonX lets the dog out	to let the dog exercise
xIntent	PersonX lets the dog outside	to have the dog urinate outside
xIntent	PersonX lets the dog outside	to let the dog free.
xIntent	PersonX lets the dog outside	the dog to go to the bathroom
xIntent	PersonX lifts PersonY's hand	to lift hand
xIntent	PersonX lifts PersonY's hand	look at the hand
xIntent	PersonX lifts PersonY's hand	hold the hand
xIntent	PersonX lives with PersonX's family	to nurture their relationship with their family
xIntent	PersonX lives with PersonX's family	to see family
xIntent	PersonX lives with PersonX's family	loves his family
xIntent	PersonX loves PersonX's mother	his mother to know she's loved
xIntent	PersonX loves PersonX's mother	feel closer to their mother
xIntent	PersonX loves PersonX's mother	appreciates their mother
xIntent	PersonX loves mexican food	to eat mexican food
xIntent	PersonX loves mexican food	favorite food
xIntent	PersonX loves mexican food	to enjoy food
xIntent	PersonX makes breakfast for PersonX's family	their family to eat
xIntent	PersonX makes breakfast for PersonX's family	wants their family to be proud
xIntent	PersonX makes breakfast for PersonX's family	because they love their family
xIntent	PersonX makes it back home	to go home
xIntent	PersonX makes it back home	to be home for dinner.
xIntent	PersonX makes it back home	to be home
xIntent	PersonX makes love to PersonY	to make love
xIntent	PersonX makes love to PersonY	to show love
xIntent	PersonX makes love to PersonY	show how much they love the other person.
xIntent	PersonX moves back in with PersonX's parents	to help parents
xIntent	PersonX moves back in with PersonX's parents	to take care of parents
xIntent	PersonX moves back in with PersonX's parents	to be close to parents
xIntent	PersonX moves into a new house	to have a new start
xIntent	PersonX moves into a new house	a larger house
xIntent	PersonX moves into a new house	a house closer to work place
xIntent	PersonX needs a new pair of shoes	to get shoes that fit better.
xIntent	PersonX needs a new pair of shoes	to replace their current shoes
xIntent	PersonX needs a new pair of shoes	to wear shoes that aren't old
xIntent	PersonX opens PersonY's eyes	to look at the eyes
xIntent	PersonX opens PersonY's eyes	to examine persony's eyes
xIntent	PersonX opens PersonY's eyes	to look at the eyes
xIntent	PersonX opens the front door	exit through the door
xIntent	PersonX opens the front door	enter through the door
xIntent	PersonX opens the front door	answer the door
xIntent	PersonX paints the living room	a new look for the room
xIntent	PersonX paints the living room	the living room paint was faded
xIntent	PersonX paints the living room	the living room to look good
xIntent	PersonX paves the road to hell	go to hell
xIntent	PersonX paves the road to hell	the road to have less potholes
xIntent	PersonX paves the road to hell	the road to have extra lanes
xIntent	PersonX puts ___ on PersonX's car	to pimp up the car
xIntent	PersonX puts ___ on PersonX's car	to protect the car
xIntent	PersonX puts ___ on PersonX's car	to protect his car
xIntent	PersonX puts the dress	to put new dress
xIntent	PersonX puts the dress	to see how the dress looks
xIntent	PersonX puts the dress	to find another dress
xIntent	PersonX rescues PersonY's dog	to make sure the dog is safe
xIntent	PersonX rescues PersonY's dog	the dog to not die.
xIntent	PersonX rescues PersonY's dog	to help the dog live.
xIntent	PersonX returns to PersonY's car	to get back in car
xIntent	PersonX returns to PersonY's car	them to have there car back
xIntent	PersonX returns to PersonY's car	to travel in car
xIntent	PersonX rides back home	to go home
xIntent	PersonX rides back home	to go home
xIntent	PersonX rides back home	to go back home
xIntent	PersonX runs PersonX's ___ through PersonX's hair	to fix his hair
xIntent	PersonX runs PersonX's ___ through PersonX's hair	to push the hair out of his face
xIntent	PersonX runs PersonX's ___ through PersonX's hair	to have straight hair
xIntent	PersonX runs away from home	away from a parent
xIntent	PersonX runs away from home	to get away from home
xIntent	PersonX runs away from home	to get away from someone
xIntent	PersonX sets another ___	to test his students by setting another goal
xIntent	PersonX sets another ___	to lead his students by setting another example
xIntent	PersonX sets another ___	another example in goal
xIntent	PersonX steals PersonY's bike	a bike
xIntent	PersonX steals PersonY's bike	to get a bike for themselves
xIntent	PersonX steals PersonY's bike	to own a bike
xIntent	PersonX takes PersonX's cat	to steal a cat
xIntent	PersonX takes PersonX's cat	to bring the cat somewhere
xIntent	PersonX takes PersonX's cat	their cat
xIntent	PersonX takes PersonX's dog to the vet	to be sure the dog is okay
xIntent	PersonX takes PersonX's dog to the vet	get the dog checked
xIntent	PersonX takes PersonX's dog to the vet	to check up their dog
xIntent	PersonX takes PersonY's food	food because he is hungry
xIntent	PersonX takes PersonY's food	to eat the food
xIntent	PersonX takes PersonY's food	to consume food
xIntent	PersonX takes PersonY's kite	wants to fly a kite
xIntent	PersonX takes PersonY's phone	to have a phone
xIntent	PersonX takes PersonY's phone	to sell a phone
xIntent	PersonX takes PersonY's phone	to spy persony's phone
xIntent	PersonX takes PersonY's purse	to steal the belongings in the purse
xIntent	PersonX takes PersonY's purse	to get whatever is in the purse
xIntent	PersonX takes ___ across the country	to show them the country
xIntent	PersonX takes ___ across the country	to see the country
xIntent	PersonX takes ___ to a dog park	to get the dog some exercise
xIntent	PersonX takes ___ to a dog park	to give the dog exercise
xIntent	PersonX takes ___ to the car wash	to have a clean car
xIntent	PersonX takes ___ to the car wash	to get their car cleaned
xIntent	PersonX takes ___ to the car wash	to clean his car
xIntent	PersonX takes ___ to the city	to explore the city
xIntent	PersonX takes ___ to the city	to get somewhere in the city
xIntent	PersonX takes a lunch break	to take a break
xIntent	PersonX takes a lunch break	to have a break
xIntent	PersonX takes care of PersonX's needs	take care of themselves
xIntent	PersonX takes care of PersonX's needs	make sure personx has everything personx needs
xIntent	PersonX takes care of the baby	to have a healthy baby
xIntent	PersonX takes care of the baby	to see the baby happy
xIntent	PersonX takes care of the baby	to keep the baby safe
xIntent	PersonX takes good care of PersonY	to feel good
xIntent	PersonX takes good care of PersonY	to be a good person
xIntent	PersonX takes my dog	a dog
xIntent	PersonX takes my dog	to spend time with the dog
xIntent	PersonX takes part in the movement	a part of something bigger
xIntent	PersonX takes part in the movement	to be a part of something
xIntent	PersonX takes the cat	a new cat
xIntent	PersonX takes the cat	to own a cat
xIntent	PersonX takes the computer	a new computer
xIntent	PersonX takes the computer	to have the computer
xIntent	PersonX takes the dog out	to have the dog use the bathroom
xIntent	PersonX takes the dog out	to be a good dog owner
xIntent	PersonX takes the dog outside	to play with the dog
xIntent	PersonX takes the dog outside	the dog to get exercise.
xIntent	PersonX takes the family	to be with the family
xIntent	PersonX takes the family	the family to enjoy something
xIntent	PersonX takes the puppy	the puppy for themselves.
xIntent	PersonX takes the puppy	to take care of the puppy
xIntent	PersonX takes time off	time off of work
xIntent	PersonX takes time off	to spend time with kids
xIntent	PersonX teaches PersonX's children	their children to be informed
xIntent	PersonX teaches PersonX's children	smart children
xIntent	PersonX teaches PersonX's dog	to get their dog to behave
xIntent	PersonX teaches PersonX's dog	their dog to be safe
xIntent	PersonX teaches PersonX's dog	they want the dog to behave
xIntent	PersonX teaches PersonY's dog	to help persony's dog learn and be safe
xIntent	PersonX teaches PersonY's dog	to help persony's dog enter a show
xIntent	PersonX teaches ___ to children	to educate children
xIntent	PersonX teaches ___ to children	to help the children learn.
xIntent	PersonX teaches children to read	children to learn
xIntent	PersonX teaches children to read	the children to learn an important life skill
xIntent	PersonX tells PersonX's sister	to have fun with  sister
xIntent	PersonX tells PersonX's sister	their sister to know something
xIntent	PersonX tells PersonY know	to know something
xIntent	PersonX tells PersonY know	to know me
xIntent	PersonX tells PersonY know	to know someone
xIntent	PersonX tells PersonY the good news	to say a good news
xIntent	PersonX tells PersonY the good news	to share the news with a good friend.
xIntent	PersonX tells PersonY wife	y's wife to know the information.
xIntent	PersonX tells PersonY wife	to get with wife
xIntent	PersonX tells PersonY's father	to inform the person's father about something affecting said person.
xIntent	PersonX tells PersonY's father	to make the other person's father aware
xIntent	PersonX tells PersonY's friends about it	to make sure persony's friends know.
xIntent	PersonX tells PersonY's friends about it	person y's friends to be informed
xIntent	PersonX tells ben	to help ben
xIntent	PersonX tells ben	ben to know
xIntent	PersonX tells fred	fred to know
xIntent	PersonX tells fred	fred to help fix the computer
xIntent	PersonX tells jeff	jeff to know
xIntent	PersonX tells jeff	to be friends with jeff
xIntent	PersonX tends to PersonX's garden	to look after the garden
xIntent	PersonX tends to PersonX's garden	to enter his garden in a competition
xIntent	PersonX texts PersonX's husband	sleep with personx's husband
xIntent	PersonX texts PersonX's husband	to communicate with his/her husband
xIntent	PersonX thanks PersonX's boss	to show their boss gratitude
xIntent	PersonX thanks PersonX's boss	to be polite to their boss
xIntent	PersonX thanks PersonX's friend	to say thanks for having him over.
xIntent	PersonX thanks PersonX's friend	to show gratitude to personx's friend
xIntent	PersonX throws a sprat to catch a mackerel	to catch something
xIntent	PersonX throws a sprat to catch a mackerel	to catch fish.
xIntent	PersonX throws candy	them to have candy
xIntent	PersonX throws candy	to give others candy
xIntent	PersonX throws things away	to keep things tidy
xIntent	PersonX throws things away	another things
xIntent	PersonX touches PersonY's face	wipe off food from their face
xIntent	PersonX touches PersonY's face	to scratch his face
xIntent	PersonX touches PersonY's hair	to fix the hair
xIntent	PersonX touches PersonY's hair	feel the hair
xIntent	PersonX touches PersonY's hair	to feel the hair
xIntent	PersonX travels to canada	to explore canada
xIntent	PersonX travels to canada	to visit canada
xIntent	PersonX tries PersonY's best	the best
xIntent	PersonX tries PersonY's best	to be the best
xIntent	PersonX tries PersonY's luck	to try luck
xIntent	PersonX tries PersonY's luck	test person's luck
xIntent	PersonX tries and fix ___	to fix things
xIntent	PersonX tries and fix ___	to fix himself to save money
xIntent	PersonX tries something else	tries do something new
xIntent	PersonX tries something else	to do something better
xIntent	PersonX tries something else	to learn something new
xIntent	PersonX tries something new	to learn new things.
xIntent	PersonX tries something new	to have a new experience
xIntent	PersonX tries to clean it up	have a clean room
xIntent	PersonX tries to clean it up	to feel clean
xIntent	PersonX tries to clean it up	clean the spilled milk
xIntent	PersonX tries to find PersonY	to find person
xIntent	PersonX tries to find PersonY	to find the person
xIntent	PersonX turns PersonY's head to look at PersonY	to get a good look at a person
xIntent	PersonX turns PersonY's head to look at PersonY	to look at person
xIntent	PersonX turns ___ into wine	juice into wine
xIntent	PersonX turns ___ into wine	to drink wine
xIntent	PersonX turns ___ into wine	to sell wine
xIntent	PersonX turns the ___ back	to get things back as he wishes
xIntent	PersonX turns the ___ back	to bring back something or want to touch with someone
xIntent	PersonX turns the water off	to be done using the water
xIntent	PersonX turns the water off	to save water
xIntent	PersonX unloads the groceries	to bring groceries in
xIntent	PersonX unloads the groceries	to put the groceries away
xIntent	PersonX uses PersonX's ___ to get	to get some food.
xIntent	PersonX uses PersonX's ___ to get	to get what he wants
xIntent	PersonX uses PersonY program	they are testing the program out
xIntent	PersonX uses PersonY program	to use their fitness program
xIntent	PersonX uses PersonY's cell phone	personx cannot find phone
xIntent	PersonX uses PersonY's cell phone	to call someone and he left his phone at home.
xIntent	PersonX uses coconut oil	coconut taste
xIntent	PersonX uses coconut oil	to use natural oil
xIntent	PersonX visits PersonX's father	to make father happy
xIntent	PersonX visits PersonX's father	to help personx's father
xIntent	PersonX visits PersonX's grandfather	their grandfather to be happy
xIntent	PersonX visits PersonX's grandfather	to check up on their grandfather
xIntent	PersonX visits PersonX's grandfather	to be close while grandfather is ill
xIntent	PersonX visits PersonX's sister	to see personx's sister
xIntent	PersonX visits PersonX's sister	to check in with personx's sister
xIntent	PersonX visits PersonY's family	be nice and care about person and the family
xIntent	PersonX visits PersonY's family	to see their family
xIntent	PersonX visits PersonY's grandfather	persony's grandfather to not be lonely
xIntent	PersonX visits PersonY's grandfather	persony's grandfather not to miss persony too much
xIntent	PersonX visits PersonY's grandmother	to be happy because going to meet grandmother
xIntent	PersonX visits PersonY's grandmother	talk to their grandmother
xIntent	PersonX visits ___ with PersonX's family	to spend time with the family
xIntent	PersonX visits ___ with PersonX's family	to spend time with family
xIntent	PersonX visits the pet store	to get a new pet
xIntent	PersonX visits the pet store	to buy a pet turtle
xIntent	PersonX waits to get home	to do something at home
xIntent	PersonX waits to get home	to do something at home
xIntent	PersonX walks the bike home	to go home
xIntent	PersonX walks the bike home	to go home
xIntent	PersonX walks to the bus stop	to take the bus
xIntent	PersonX walks to the bus stop	to go bus stop
xIntent	PersonX walks towards the door	to go out the door
xIntent	PersonX walks towards the door	to open the door
xIntent	PersonX walks towards the door	to go through the door
xIntent	PersonX wants a new cell phone	to get a new phone
xIntent	PersonX wants a new cell phone	to sell off his old phone
xIntent	PersonX wants a new haircut	a  new look
xIntent	PersonX wants a new haircut	a new look
xIntent	PersonX wants a new look	a new style
xIntent	PersonX wants a new look	something new
xIntent	PersonX wants a new look	something new to read
xIntent	PersonX wants a new pair of shoes	to get rid of his/her old shoes
xIntent	PersonX wants a new pair of shoes	to buy a better shoes
xIntent	PersonX wants a new pair of shoes	to acquire new footwear.
xIntent	PersonX wants a new phone	a new phone
xIntent	PersonX wants a new phone	the old phone may be broken
xIntent	PersonX wants to buy a new house	personx wants to own property
xIntent	PersonX wants to buy a new house	personx wants to live somewhere new
xIntent	PersonX wants to buy a new house	to have a new one
xIntent	PersonX wants to clean PersonX's room	to clean the room
xIntent	PersonX wants to clean PersonX's room	cleaning ones room is a good thing to keep doing
xIntent	PersonX wants to clean it	to make it clean
xIntent	PersonX wants to clean it	to clean his mess.
xIntent	PersonX wants to go alone	to be alone
xIntent	PersonX wants to go alone	to spend time thinking alone
xIntent	PersonX wants to go alone	to have some alone time
xIntent	PersonX wants to ride a horse	to take up horse back riding.
xIntent	PersonX wants to ride a horse	to see what it is like to ride a horse
xIntent	PersonX wants to watch	to watch is favorite tv show games of throne
xIntent	PersonX wants to watch	to watch the show
xIntent	PersonX washes PersonX's hands	to have clean hands
xIntent	PersonX washes PersonX's hands	to clean his hands
xIntent	PersonX wastes food	to get of food they don't like
xIntent	PersonX wastes food	to discard the food
xIntent	PersonX wastes food	to get out of eating the food
xIntent	PersonX watches PersonX's shows	to watch his shows
xIntent	PersonX watches PersonX's shows	to enjoy the shows they like
xIntent	PersonX watches PersonY's show	to enjoy the show
xIntent	PersonX watches PersonY's show	to see the show made by persony
xIntent	PersonX watches PersonY's shows	personx likes persony's shows
xIntent	PersonX watches PersonY's shows	personx feels persony's shows are informative
xIntent	PersonX waters PersonX's lawn	to keep their lawn healthy
xIntent	PersonX waters PersonX's lawn	a good looking lawn
xIntent	PersonX wears with PersonX's prom dress	they wanted to dress up for the prom
xIntent	PersonX wears with PersonX's prom dress	they wanted to try the dress on
xIntent	PersonX wets PersonY's lips	to moisturize person's lips
xIntent	PersonX wets PersonY's lips	to put lipstick on person's lips
xIntent	PersonX wipes PersonY's face	persons face to be clean
xIntent	PersonX wipes PersonY's face	to remove the stains from their face
xIntent	PersonX wipes the ___ from PersonX's face	to clean personx's face
xIntent	PersonX wipes the ___ from PersonX's face	to dry off his face
xIntent	PersonX works ___ at work	to develop a good work ethic
xIntent	PersonX works ___ at work	to get the most out of work
xIntent	buy beer	beer thirty
xIntent	buy beer	like taste of beer
xIntent	buy beer	like to drink beer
xIntent	cut hair	have short hair
xIntent	cut hair	have shorter hair
xIntent	cut hair	shorter hair
xIntent	dance	close to dance partner
xIntent	dance	demonstrate dance
xIntent	eat breakfast	breakfast gives energry
xIntent	eat breakfast	breakfast gives energy
xIntent	go to school	learn things at school
xIntent	go to school	school helps get good job
xIntent	have fun	fun better than misery
xIntent	have fun	others to have fun
xIntent	hear music	hearing music fun for people
xIntent	hear music	music enjoyable
xIntent	light fire	enjoy being near fire
xIntent	light fire	generates light and heat
xIntent	light fire	light and heat
xIntent	live life	feel life valuable
xIntent	live life	life precious
xIntent	make bread	eat bread
xIntent	make bread	good bread recipe
xIntent	play football	play sport
xIntent	play football	play team sport
xIntent	play guitar	play music
xIntent	play guitar	play stringed instrument
xIntent	play soccer	exersize and to play game
xIntent	play soccer	soccer fun
xIntent	play violin	learn to play
xIntent	play violin	violin makes nice music
xIntent	watch television	watch evening news
xIntent	watch television	watch hockey game
xIntent	watch television	watch sports
